symbol,side,qty,entry_time,entry_price,exit_time,exit_price,gross_pnl_paise,costs_paise,net_pnl_paise,entry_reason,exit_reason
HDFCBANK,SHORT,49,2025-11-27 13:30:00+05:30,1006.398,2025-11-27 15:15:00+05:30,1009.4527,-14968,6458,-21426,Supertrend flipped down,intraday square-off
INFY,LONG,31,2025-12-01 09:30:00+05:30,1568.9706,2025-12-01 15:15:00+05:30,1563.3309,-17483,6430,-23913,Supertrend flipped up,intraday square-off
TCS,LONG,15,2025-12-03 09:30:00+05:30,3169.8507,2025-12-03 10:30:00+05:30,3186.4179,24851,6403,18448,Supertrend flipped up,target
INFY,LONG,31,2025-12-03 09:30:00+05:30,1572.7717,2025-12-03 11:30:00+05:30,1582.8943,31380,6448,24932,Supertrend flipped up,target
ICICIBANK,LONG,36,2025-12-03 11:45:00+05:30,1381.3143,2025-12-03 14:15:00+05:30,1386.7357,19517,6479,13038,Supertrend flipped up,target
RELIANCE,LONG,32,2025-12-04 09:45:00+05:30,1547.7642,2025-12-04 10:30:00+05:30,1553.9207,19701,6472,13229,Supertrend flipped up,target
RELIANCE,SHORT,32,2025-12-04 12:45:00+05:30,1546.8358,2025-12-04 13:30:00+05:30,1540.5408,20144,6462,13682,Supertrend flipped down,target
HDFCBANK,SHORT,50,2025-12-04 13:00:00+05:30,995.7012,2025-12-04 15:15:00+05:30,997.099,-6989,6477,-13466,Supertrend flipped down,intraday square-off
ICICIBANK,SHORT,36,2025-12-04 13:00:00+05:30,1381.5854,2025-12-04 15:15:00+05:30,1387.016,-19550,6475,-26025,Supertrend flipped down,intraday square-off
TCS,SHORT,15,2025-12-08 13:45:00+05:30,3216.1349,2025-12-08 15:15:00+05:30,3238.4712,-33505,6423,-39928,Supertrend flipped down,intraday square-off
INFY,SHORT,31,2025-12-08 13:45:00+05:30,1607.2177,2025-12-08 15:15:00+05:30,1612.0835,-15084,6478,-21562,Supertrend flipped down,intraday square-off
ICICIBANK,SHORT,36,2025-12-09 09:30:00+05:30,1381.9853,2025-12-09 11:45:00+05:30,1375.932,21792,6473,15319,Supertrend flipped down,target
RELIANCE,SHORT,32,2025-12-09 09:30:00+05:30,1524.5425,2025-12-09 15:15:00+05:30,1529.3587,-15412,6441,-21853,Supertrend flipped down,intraday square-off
INFY,LONG,31,2025-12-09 14:15:00+05:30,1600.58,2025-12-09 15:15:00+05:30,1598.2204,-7315,6466,-13781,Supertrend flipped up,intraday square-off
INFY,SHORT,31,2025-12-10 14:15:00+05:30,1585.4242,2025-12-10 15:15:00+05:30,1585.4755,-159,6452,-6611,Supertrend flipped down,intraday square-off
RELIANCE,SHORT,32,2025-12-11 09:45:00+05:30,1526.042,2025-12-11 12:00:00+05:30,1542.4782,-52596,6445,-59041,Supertrend flipped down,stop-loss
HDFCBANK,LONG,50,2025-12-11 10:15:00+05:30,994.2982,2025-12-11 12:00:00+05:30,999.5028,26023,6480,19543,Supertrend flipped up,target
ICICIBANK,LONG,36,2025-12-12 09:30:00+05:30,1368.2103,2025-12-12 15:15:00+05:30,1365.7901,-8713,6453,-15166,Supertrend flipped up,intraday square-off
